호선명,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
경인선,백운,123,2,6924,1821,12344,3301,26601,4036,24047,9577,13880,6403,11068,5292,10649,6456,10758,7736,9823,7835,9002,8230,8734,10385,9610,12176,10980,15606,10235,23058,5147,21473,3952,13485,3611,11095,2471,9962,1266,7048,179,1936,0,8,0,0,0,0
경인선,동암,773,8,19646,5196,27385,9987,50375,13118,48914,17043,29819,12956,22699,13038,21010,14689,22161,15859,21353,17315,18771,17247,18296,22507,21724,26605,24525,37647,23125,50653,15006,46254,11706,29732,10618,26518,7380,22712,3835,15312,298,3894,0,24,0,0,0,0
경인선,주안,1111,16,13001,3943,23117,8558,57017,17509,49573,27690,30336,21215,23822,15408,24874,15661,27770,19761,27260,18485,24932,20455,26427,21585,29856,27100,35815,37280,37018,50218,21736,52962,18805,31360,16837,26369,13670,24264,6720,16736,702,4530,4,15,0,0,0,0
경인선,제물포,832,7,7158,1765,12084,4999,33166,11902,28806,26001,16592,13998,13127,9054,14196,8269,14566,10145,14012,11204,13409,10533,15063,10703,20479,14859,20003,18885,22311,25417,10072,24939,7296,15778,5337,14220,3752,11897,1819,10047,117,2938,0,10,0,0,0,0
경인선,동인천,1739,4,7171,3328,14115,12047,36118,20687,28907,30218,18876,14580,17151,15791,19142,18484,20219,18241,21129,19937,21383,18474,23695,18912,28292,22434,34116,24035,36858,30269,17645,32014,13363,18911,9844,14708,6701,13724,2615,10168,23,3404,0,19,0,0,0,0
경인선,인천,336,5,1246,1111,2548,3170,5161,5075,4515,7052,3020,4100,3169,5676,4241,8865,6018,9764,7830,9108,9730,8833,10734,7074,13190,5477,14094,4189,12677,3604,6863,2762,4875,2140,3557,1619,1999,1235,607,913,8,822,0,6,0,0,0,0
경인선,구일,236,8,3475,1515,8519,3316,24077,7890,22910,10720,11539,6773,8920,5011,8780,5264,8642,6738,8289,8240,7765,7821,8798,8917,9900,10591,10944,13908,11196,24908,5073,20132,5216,11077,3948,8972,3625,7613,1087,4920,46,1072,0,0,0,0,0,0
경인선,소사,1186,39,16807,2966,15450,5712,33364,7059,30973,11741,20315,8850,15698,9007,14076,9716,14614,11527,13238,11465,12418,12121,11916,12418,12620,16429,14565,21576,13119,29334,7345,26577,5827,15079,4726,14854,3248,12566,1405,8648,116,1831,0,2,0,0,0,0
경인선,부개,1906,27,8743,2753,14464,4440,34700,5617,28082,10090,16336,6143,12253,5801,11851,6469,11678,7662,11146,8462,9691,8977,9454,10929,11432,13570,11473,16622,10818,28070,6125,23878,4265,14218,3760,12894,2690,10626,1320,7755,186,2055,0,1,0,0,0,0
경인선,간석,282,12,4724,1095,9925,2024,21416,3456,17835,7820,10465,4614,8131,4114,7989,5250,7832,5746,7833,6413,6816,6578,7202,7445,8141,9250,8200,13042,8631,16284,4776,17304,3862,10004,3446,8451,2614,7426,1535,5374,145,1657,0,3,0,0,0,0
경인선,도원,696,21,2446,1123,3044,1821,5997,4279,5698,19490,4404,3689,4023,3406,4473,3332,4722,3638,4816,3989,4192,4172,5586,4920,10234,5530,8256,5335,8274,5507,3328,4991,2291,3436,1914,2928,965,2365,312,2080,11,1028,0,3,0,0,0,0
경인선,온수(성공회대입구),221,9,5238,1513,8055,4119,22097,8708,21836,12488,12794,6219,10058,6029,10123,5970,11050,7059,9984,7219,9088,7974,9521,8422,13649,10526,11822,13502,11182,22124,5592,18271,4341,10758,3834,9077,2797,8893,1340,5409,174,1133,1,5,0,0,0,0
경인선,중동,832,7,9813,1455,15138,4851,38395,5864,30625,11850,16733,7636,12763,7269,11968,7129,12469,9286,11654,9138,10195,10447,10160,11202,11425,14027,12409,19063,12563,28242,6768,26728,5348,15574,4458,12806,3121,11572,1333,7273,164,2608,0,6,0,0,0,0
경인선,도화,291,2,3483,806,5521,2165,13350,3779,11497,6791,7051,3042,5527,3093,5409,3363,5542,4147,5297,4155,4985,4305,4787,4666,6054,6399,6124,7000,5867,8892,2927,8317,2105,5399,1560,4439,909,3720,608,3338,34,1448,0,7,0,0,0,0
경원선,이촌(국립중앙박물관),52,0,1173,502,3191,2078,6834,4070,8167,7379,6872,4438,5170,3135,4899,3027,5420,3284,5512,3789,5289,3738,6244,4247,7292,4846,9604,5631,9745,7278,5096,5888,3803,3838,3806,3225,2410,3488,766,2212,82,803,1,0,0,0,0,0
경원선,서빙고,41,1,795,547,1724,2670,2745,3910,3027,7056,2651,2898,2151,1665,2076,1442,2240,1756,2474,1814,2360,1751,2695,2146,4089,2368,5679,2524,6562,3359,2695,2580,1687,1608,1381,1229,864,1285,308,883,62,269,0,0,0,0,0,0
경원선,한남,195,2,1923,687,2443,4354,4234,9495,5568,12706,4655,11278,4450,5585,5217,4732,5288,4526,4964,5689,5729,4176,7003,5099,8113,5407,13038,6780,13990,8182,7108,5662,5045,3231,4513,3294,4160,2115,1635,1467,82,578,0,0,0,0,0,0
경원선,옥수,0,0,0,14,0,62,30,31,53,229,33,30,33,165,16,157,10,69,20,21,24,6,12,8,286,25,332,17,21,49,358,11,22,12,42,9,15,7,9,0,0,0,0,0,0,0,0,0
경원선,응봉,153,1,1123,278,2522,1129,5930,1622,6839,2468,4322,1333,2870,1267,2822,1543,2485,1710,2465,2046,2313,2307,2436,2589,2994,3261,2906,3837,2889,4812,1671,4822,1170,2485,861,1938,763,1789,284,1119,15,421,0,0,0,0,0,0
경원선,왕십리(성동구청),838,3,5260,804,7464,4144,22666,10181,36483,19800,23532,13696,13723,14187,13812,16061,16361,19177,17259,20657,17951,21236,19833,23932,22072,27730,26187,37844,27704,59533,20892,45575,19810,26121,21534,20302,20674,19809,9442,11725,418,5253,4,9,0,0,1,0
경원선,청량리(서울시립대입구),1259,8,6996,1037,7511,10881,25797,12608,27236,19247,24691,26103,23415,26356,19245,29454,25551,26883,26030,25894,28270,29964,30072,30106,28481,30612,31516,31523,26752,41929,23988,32542,22600,17143,10895,14265,9732,11900,3117,6992,125,2918,0,4,0,0,0,0
경원선,외대앞,454,7,4769,1312,7367,3347,16748,3628,20018,11994,12491,9188,10586,8148,10738,8199,11416,9272,11773,9166,11765,10584,12494,11328,13165,12800,15384,15592,12252,21339,8272,17925,6582,11231,6541,10965,5356,10211,2470,7625,61,1323,1,9,0,0,0,0
경원선,신이문,1355,26,8268,1111,12639,2315,34032,4225,36302,7281,20453,4514,14371,5374,12093,6459,12118,7595,12098,8207,10131,9163,9536,12797,8904,15737,9090,19319,8693,29935,5671,24233,3410,15018,2914,12328,1981,11458,895,7167,51,1218,1,7,0,0,0,0
경원선,석계,1144,18,5927,2193,10481,4772,22848,5455,27669,8710,18638,6949,15157,7322,13562,8376,13423,9701,12828,10984,11958,11651,11385,16113,11498,19444,12539,24516,11036,37207,8119,27362,6471,18337,6099,14926,5019,12684,2430,8646,112,1676,2,14,0,0,0,0
경원선,광운대,2232,21,5654,1228,11273,2708,29731,5239,27917,11888,15195,8926,12236,8049,11003,9826,11583,9113,11877,10302,11230,11216,10728,11658,11704,13569,12080,16956,11105,23833,6723,20979,5571,12848,4846,10578,4357,9227,1969,9068,129,3674,1,19,0,0,0,0
경원선,월계,659,6,4899,1101,8210,2428,21399,7756,19034,8206,13149,6566,10898,5585,10238,5898,10126,7569,10234,8580,9045,7326,9626,9381,11559,11792,10401,13484,8963,18109,5097,16214,3628,9056,3269,8144,2531,6979,902,4906,42,1054,0,0,0,0,0,0
경원선,녹천,850,13,4248,734,6822,1564,19342,3184,16218,4256,10465,2277,7813,2978,6795,3380,7462,4440,6413,4338,5552,4536,5514,5960,6127,7518,5502,8962,4694,12943,3180,12118,1998,6939,1796,6403,1189,5174,440,3708,55,689,0,0,0,0,0,0
경원선,창동,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
경원선,방학,695,6,10655,1604,13607,5195,28019,8630,26500,17377,17318,9546,15097,9780,13758,9360,14892,10760,14126,11025,12883,13037,12858,16393,14667,18829,14726,19312,16759,27516,9205,24854,6421,13368,4855,11686,3941,9432,1465,6167,168,2177,0,1,0,0,0,0
경원선,도봉,317,14,7109,1296,8673,2955,18112,3861,17284,9067,11883,7167,10296,7720,9632,6395,8814,7287,9438,7855,9669,8623,9493,10192,8887,11176,9406,12180,9533,15893,4868,14782,3118,8222,2576,7187,1850,6069,773,3773,94,1452,0,0,0,0,0,0
경원선,도봉산,249,8,5925,937,8532,2502,21466,4593,20166,8304,13358,14046,11430,21576,11624,15223,14110,17266,17506,12952,21922,11662,25757,10192,27165,9132,22688,8228,16757,9835,9249,7919,5111,4943,3488,4386,2108,4077,755,2693,53,1352,0,0,0,0,0,0
경원선,망월사,351,5,7166,951,11447,3077,23928,3975,22995,12993,14240,13052,11466,9588,11593,7997,12427,11056,12146,10862,10798,10615,10832,10796,12951,13727,12470,15641,10936,21764,5594,21791,4273,12641,3766,10624,3334,9146,1176,5835,138,2147,0,0,0,0,0,0
경원선,회룡,1085,13,13126,2176,23237,5686,50890,8268,41890,11542,25674,10715,20624,10253,19665,10519,19037,14115,17922,14313,15163,16262,14429,17825,14168,23971,14024,27723,12113,39271,7480,38467,5712,21703,4765,18416,3342,15077,1245,9429,141,3773,0,1,0,0,0,0
경원선,의정부,2503,16,9850,2247,20132,7640,42078,13370,38376,32159,23836,31307,21150,24261,23728,24275,25879,28281,26903,34540,28460,32794,31113,29505,33680,33308,37454,37772,39782,51845,26214,45863,25577,28401,17986,23644,15945,17852,6038,12312,389,5889,1,0,0,0,0,0
경원선,가능,413,5,7252,1773,10190,4580,21841,5061,20058,13201,12241,8044,10335,5683,9566,5659,9653,6922,9289,7541,8465,7003,7892,8299,9215,10561,10939,12646,9104,18624,5965,17491,4386,10304,3628,8611,2703,6957,964,5400,98,1481,0,0,0,0,0,0
경원선,녹양,202,2,4529,825,7777,2462,16224,4450,13549,9210,8049,4726,6880,3566,6538,4181,7167,4864,6474,4690,5830,4381,5966,5775,6763,7929,6972,8696,7764,12623,4135,12335,2851,8511,2135,6208,1572,5484,625,4461,39,1033,0,0,0,0,0,0
경원선,양주,1310,4,5095,1413,11032,5869,28756,9279,23785,12239,14744,8767,13039,7852,11788,9267,12208,9270,11859,8099,11090,8547,11254,9775,13110,12733,13829,14212,14083,20844,7006,19746,4143,13868,3211,10465,1796,8960,621,5684,34,3162,0,0,0,0,0,0
경원선,덕계,0,0,2205,474,6256,2384,10817,2463,10026,4383,5367,2323,3941,1779,3975,2176,4223,2663,3681,2089,3297,2516,3069,3448,3605,3806,4352,5865,3885,6584,1787,7349,1115,4875,807,3730,701,2516,206,2425,7,713,0,0,0,0,0,0
경원선,덕정,3,0,3321,1559,7886,4825,17288,10353,16025,14748,9627,8558,8111,5474,9406,6329,9859,8039,9418,6779,8064,5281,8820,6974,9774,8153,12436,12932,12977,13490,5875,13326,4106,8718,3296,7937,2577,5775,1169,4418,187,1244,0,0,0,0,0,0
경원선,지행,59,0,4321,749,9359,2416,19346,4899,18418,11659,12163,6417,9362,4785,9773,6088,9374,7644,10039,8391,8452,7559,8106,9125,8625,10695,9914,15566,11547,15274,6295,17831,5245,12220,4491,8541,3338,8416,1747,5861,154,2240,0,0,0,0,0,0
경원선,동두천중앙,21,0,2540,683,4353,2079,8059,3735,7797,8965,5634,4070,5021,3443,5029,4194,4969,4363,5405,4534,4940,4044,4952,4797,4477,4942,5953,5846,6688,5292,2950,6386,1822,4385,1266,3243,862,3127,344,1997,18,733,0,0,0,0,0,0
경원선,보산,35,1,1551,431,2300,820,4273,2204,3508,2487,3047,1527,2979,1245,2879,1742,2742,1730,2769,2047,2606,2152,2631,2417,3027,2608,4182,3075,3144,3750,1956,4668,1358,3108,771,2328,505,2141,257,1296,7,440,0,0,0,0,0,0
경원선,동두천,19,1,785,578,2656,3098,4495,7933,4940,6789,3604,4163,3467,4069,3099,3748,2762,3042,3441,2963,3298,3219,3762,3207,3615,3259,4115,3038,4672,4503,2511,4052,1394,2994,761,2503,636,1860,187,1249,4,400,0,0,0,0,0,0
경원선,소요산,100,0,728,440,1196,1989,4201,3192,3967,4650,4677,7610,3848,11010,4888,16568,7265,16543,9636,11012,15748,8843,20127,5476,20122,4251,12588,3378,6909,2243,2501,1657,1626,1447,818,1039,384,1056,119,795,2,524,0,0,0,0,0,0
안산선,산본,715,0,8098,1909,20374,6109,50531,13101,48235,27303,24321,19684,19830,16575,20094,17035,21415,19667,21113,21709,20094,22684,20916,24133,23008,26281,24973,36652,28164,56171,18414,52741,14949,29630,15089,22235,13549,19076,4885,13478,740,3051,0,0,0,0,0,0
안산선,대야미,0,0,2163,1132,6612,4008,15727,4888,17286,8140,9049,4935,6659,5211,6475,4938,6792,5078,7274,4835,7451,5223,8105,6453,8683,7404,9087,9354,9860,12903,5311,11586,3984,7158,2871,6628,1801,6169,823,3933,116,754,0,0,0,0,0,0
안산선,반월,17,1,3028,1002,6639,2357,15758,3431,14625,7122,9356,3529,7002,3451,6423,3975,6174,4340,6363,4748,5705,5289,5434,6583,6280,7912,7624,9413,7322,13301,4313,10809,3076,8408,2095,6742,1303,6065,612,4088,108,823,0,0,0,0,0,0
안산선,상록수,539,30,14184,2804,28555,8085,65563,12924,60768,20717,33051,16153,24083,12897,22555,13756,24114,15207,22669,17887,19463,18063,19374,19805,21468,25861,25034,35350,23357,57873,14847,54139,11650,35100,10111,30391,6971,24038,2765,16456,297,4126,0,0,0,0,0,0
안산선,한대앞,178,3,6355,894,14294,3717,26618,6717,23268,14959,13785,10662,11879,8825,12580,8850,12773,9801,12268,11081,11636,10950,11557,11735,13140,14833,15477,18954,15944,27197,8779,23836,7729,15531,7016,12466,5574,11247,2319,7886,141,1900,0,0,0,0,0,0
안산선,중앙,207,3,7476,921,22309,6957,47406,11828,38676,31563,20095,25600,18964,17688,20777,18404,23630,22977,22986,26700,22571,26040,24760,25760,28548,28246,33966,38420,35246,57032,23299,51235,22562,29721,21341,25213,19006,20000,7840,15784,421,4575,0,0,0,0,0,0
안산선,고잔,215,4,4650,797,11308,3908,26724,10943,19527,23766,11993,12318,10804,9359,11500,8749,11285,9160,10901,10767,11108,10524,12130,9993,13627,10306,18232,14154,20730,20358,8769,17419,6345,11311,6053,9256,4405,7920,1911,6933,180,2392,0,0,0,0,0,0
안산선,초지,273,1,2658,402,7126,4148,16755,8245,12970,12177,7073,7716,5759,5051,6226,4482,6305,5374,6192,6339,5652,5169,5981,5288,7664,5311,9511,8453,10711,12741,5007,11826,3498,7930,2938,6804,1728,5648,610,3819,51,1457,0,0,0,0,0,0
안산선,안산,1489,9,10478,1274,11480,14324,20356,34311,20696,28253,17618,13330,14528,12476,15592,14315,17083,14353,18044,14380,17612,14747,18863,15104,21304,16577,38481,22528,40637,24587,22240,22151,19730,15295,12422,13602,4970,9883,1404,5519,69,2085,0,0,0,0,0,0
안산선,신길온천,11,1,1789,81,3198,1345,5777,3310,4964,2563,3035,1430,2560,1472,2277,1640,2512,1677,2270,1540,2049,1901,2130,2177,2662,2503,3651,3564,3633,4559,1650,4231,1284,2767,820,2326,409,1964,194,1557,17,493,0,0,0,0,0,0
안산선,정왕,240,5,6216,264,8612,10026,15197,22088,12375,28098,9676,22378,9736,13805,10329,11685,12456,12425,13373,12097,12617,11946,15163,11237,20558,10719,26378,15020,27905,18344,14975,14868,10832,11264,7870,9901,4489,7909,1498,5998,17,1970,0,0,0,0,0,0
안산선,오이도,226,0,6102,119,13348,6296,29504,12209,23664,14305,13375,7736,11214,8689,11391,11793,12273,13277,12274,13052,11460,13038,13092,14409,15784,14851,20454,18447,20370,24986,11980,22569,9583,14555,8397,13115,5676,11060,1648,8947,8,3427,0,0,0,0,0,0
안산선,수리산,17,2,3003,633,8052,1586,17500,3284,16548,5361,9560,4015,6119,4656,5770,3479,5983,3785,5486,3596,4866,3655,5222,4744,4810,5303,4898,6917,5053,10823,2538,9700,1827,6311,1357,5194,942,5234,328,3127,38,637,0,0,0,0,0,0
과천선,선바위,0,0,1192,1172,5644,8236,17303,19033,23026,23938,15430,14253,9334,7692,8395,7180,9225,7615,9792,7143,9695,6957,10384,8205,13357,8925,22222,12211,30777,16589,15046,13687,9081,8677,7302,7763,4123,6954,1144,4495,10,219,1,0,0,0,0,0
과천선,경마공원,2,1,261,280,787,1672,1980,2270,2527,5148,1787,2030,1496,1477,1443,2040,1534,2247,2056,1820,2076,1631,2342,1481,2473,1782,4348,1927,5598,2177,1422,1695,701,1160,644,907,295,752,140,644,4,36,0,0,0,0,0,0
과천선,대공원,6,1,85,272,169,3490,786,3898,1110,9858,1428,16504,2067,22773,3207,17993,6155,13848,8379,14608,11651,12742,16578,7627,21342,4217,19527,2156,17333,1373,6885,940,4831,531,3714,463,1656,241,248,219,4,8,0,0,0,0,0,0
과천선,과천,10,1,1448,597,5659,8470,17452,3918,16968,7348,10155,4228,6751,3788,6761,3822,6628,4261,7055,4653,6700,4712,7204,5048,11491,6639,11022,8057,7345,13438,3298,11993,2205,7073,1532,6777,1080,6520,304,4442,6,185,0,0,0,0,0,0
과천선,정부과천청사,32,12,1418,1519,5018,10011,13720,18644,13581,54735,9343,15741,7600,9596,8674,8005,9235,8313,10168,8885,10972,8804,12880,8292,18654,9279,27055,11641,44531,15415,12559,13693,9528,7561,8474,6681,5014,6132,1407,4009,15,132,0,0,0,0,0,0
과천선,인덕원,95,0,7822,2373,23700,11081,69721,30095,63885,90484,36394,33872,26792,18537,25063,18310,26649,17947,27277,21763,24603,21888,26347,24639,32399,30132,45212,41487,73979,66708,29165,61997,22296,34753,20733,29466,13694,28865,4385,18379,51,1722,0,0,0,0,0,0
과천선,평촌,51,1,3628,2278,16852,8772,50281,28392,41074,75491,22070,30366,17024,13699,16118,13214,16840,13050,16269,16618,16260,14881,18589,14760,21189,19047,35479,25080,57923,40781,24231,39650,17751,21433,15347,16263,13316,16023,4092,8567,45,1996,0,0,0,0,0,0
과천선,범계,70,2,6650,2961,26674,10418,73868,18948,63270,53124,34535,40314,26436,27144,27745,24849,30339,26474,30288,32902,29659,31894,32614,31848,38604,38433,44935,51820,56730,77282,34218,70541,35034,35566,27735,27653,25404,24989,8707,13972,338,3069,0,0,0,0,0,0
분당선,선릉,24,1,1109,1080,1996,10853,3724,39598,5737,114928,5119,77969,6149,32818,8176,21194,9724,18933,11072,20325,12682,17000,15334,14731,23461,15532,40294,17819,68524,21951,31738,13873,18861,6502,17442,4944,15768,4174,4189,3107,153,596,0,2,0,0,0,0
분당선,한티,24,7,1551,1009,6146,7855,17124,20906,20210,44201,12830,36182,10785,21603,11795,17504,14715,19957,17954,25524,17076,17328,19704,17005,24290,20707,35760,30667,40013,31258,25662,22187,27848,11652,18708,9945,26120,8604,3893,5014,79,297,0,0,0,0,0,0
분당선,도곡,13,0,1016,869,2751,5307,7006,13707,10083,22380,7295,16694,6282,7950,7366,6526,7405,6806,8591,7630,8944,7077,11389,7054,12650,7590,17757,9169,20965,11599,10510,9592,7175,5740,6398,4773,4727,4451,1150,2806,21,386,2,2,0,0,0,0
분당선,구룡,20,0,327,343,1025,3371,2621,7134,3226,5219,2411,2706,2011,1691,2294,1352,2457,1916,2802,2167,2595,1977,2964,1953,5856,1986,5256,2305,5178,3062,1860,2597,1098,1528,1560,1386,548,1367,129,1013,4,46,0,0,0,0,0,0
분당선,개포동,4,0,768,816,2673,4299,7462,4989,7909,7814,5044,5766,4067,4130,3895,3164,4557,3740,4670,4363,5016,4372,5096,4675,6806,4991,8332,6688,7986,9152,4610,7466,3335,4393,3393,3876,3233,3927,978,2386,19,85,0,0,0,0,0,0
분당선,대모산입구,36,1,1882,1424,2966,10108,7690,3993,9314,8231,5800,4821,4775,2978,4866,2984,4440,2790,4469,3521,3834,3439,4417,4251,7429,4345,10997,5038,7965,6417,3380,5810,1947,3674,1345,3135,1045,3035,384,2074,5,171,0,0,0,0,0,0
분당선,수서,49,3,3157,2664,5728,10679,20832,22566,32676,40619,20868,23562,19856,17375,16124,13173,19750,16223,18223,16393,14411,16055,20798,17298,23998,20990,29708,25003,39046,35006,17864,26041,17728,16903,11969,13984,11321,12581,5856,5583,19,937,0,1,0,0,0,0
분당선,복정,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
분당선,수원,620,6,4332,520,7219,3237,20323,7234,21413,12257,11839,9572,8774,6834,8806,8779,9822,9684,10356,10210,10482,10419,11547,10249,14085,12249,16767,18218,19987,21662,14468,15943,13508,9129,11531,7399,10400,5697,3779,3879,56,900,0,6,0,0,0,0
분당선,서울숲,131,0,2121,522,4711,6078,12303,9874,19502,32517,13357,20290,7043,12599,6588,12056,7828,13280,8879,15559,10581,15497,14060,15143,19999,14189,26590,15535,36449,21384,18377,15367,12575,8578,10843,6881,7501,6590,2044,3522,33,912,0,0,0,0,0,0
분당선,압구정로데오,108,1,1943,675,3438,9679,4870,20766,6484,62093,6077,85755,7013,41930,10493,29448,12712,27865,15384,27706,19208,25108,25170,24708,32193,25506,46941,31036,72105,40200,54905,24256,46101,10100,31602,6714,24787,4710,7525,2954,143,650,0,0,0,0,0,0
분당선,강남구청,17,0,1197,460,2403,4020,5681,12835,8577,48106,7280,37370,6472,17064,7697,12302,8499,11626,9902,13452,11210,11826,12570,12283,13717,11722,23052,14511,44159,18844,22505,12423,13259,6618,11909,4847,8516,4429,2772,2821,39,657,0,3,0,0,0,0
분당선,선정릉,8,0,929,727,1877,4235,3946,11064,6560,46053,5264,38609,4645,13965,5423,8105,6065,7539,6962,8303,8435,7431,9530,6759,11626,7094,19703,8195,40996,9653,22310,6653,10829,3743,9705,3346,6912,3033,1997,1962,38,500,0,5,0,0,0,0
분당선,가천대,29,3,4856,765,6302,3077,15937,5544,20693,22237,12634,18655,10218,14723,11332,9305,12429,14205,11472,12981,12686,11908,14184,10776,18324,11248,20777,15673,15020,21716,8799,18053,7282,12934,5618,12985,5249,12385,2331,9025,84,827,0,0,0,0,0,0
분당선,태평,293,9,14283,1422,17854,5282,36475,7337,56700,16227,35798,10955,20575,10548,17188,11989,17664,13619,17692,13901,16684,16055,15703,21588,16706,23396,18245,30678,18484,41657,10175,31445,7881,22850,6232,24417,4571,20085,1626,10888,65,941,0,0,0,0,0,0
분당선,모란,378,11,14042,3117,19601,9689,47473,19833,61026,31253,42991,24542,28707,24450,28726,26715,30744,29142,31395,30476,30236,32763,34961,37267,32654,35951,34712,40910,38613,57411,22098,45602,16174,33509,14085,29322,11266,23939,5501,16138,258,1442,0,4,0,0,0,0
분당선,야탑,157,2,6467,2884,16885,12804,46941,34892,57426,81085,37198,47116,29295,28475,30926,26628,32283,31438,32492,34441,33051,33345,36020,35131,41042,37093,53354,48311,76133,66128,37479,54311,28051,33563,25500,24910,18791,25440,6437,15092,281,1843,0,5,0,0,0,0
분당선,서현,346,2,4387,2555,10940,10823,28976,33547,35587,72132,25302,56166,22100,32698,24621,29323,27989,30724,29448,33418,32827,34749,37133,32585,39841,36534,56951,45108,74749,57944,44387,46527,43215,25760,34215,19408,27796,16465,10499,9986,668,1415,0,5,0,0,0,0
분당선,수내,136,1,2234,1570,6267,6475,15557,14091,19316,44514,13145,34538,10602,18452,11927,14673,13884,15358,15298,15916,17101,16255,19631,15002,21951,16445,29588,20656,41969,25983,22406,20452,22437,11304,15628,9251,13150,8660,3547,4861,162,764,0,0,0,0,0,0
분당선,정자,314,7,3433,1010,8453,17195,23608,21792,29449,54972,20017,39830,14834,19028,15287,14329,16430,15112,16888,17106,17540,16414,20535,17270,26621,21641,35743,29507,50085,43242,28729,36245,21841,20909,23027,16427,21780,16053,8037,9334,1193,2551,3,3,0,0,0,0
분당선,미금,625,3,3293,649,10036,9994,22245,17716,28776,39344,21344,29703,19556,19002,20817,18970,21860,20614,22457,23459,23333,22917,27267,21718,28767,25683,32416,29662,36344,38391,19764,32041,15638,20821,16968,16959,13944,15932,4173,9418,171,1969,0,1,0,0,0,0
분당선,오리,730,16,3374,422,12534,6810,25822,12893,29461,30557,19293,16177,14256,9454,13831,9832,14670,11577,14891,10449,14351,11725,15468,12083,17214,13557,22491,15513,31380,22845,13491,20782,10185,13660,9336,10328,6583,10355,2404,6938,133,1705,0,2,0,0,0,0
분당선,이매,67,0,2247,917,5616,3147,12660,7953,13761,13121,8633,7028,7111,5003,8310,5285,7415,5938,7239,6019,7419,5898,7458,6714,8898,7988,13374,10076,12081,13645,6179,10944,4191,7042,4453,6051,4014,6458,844,4101,108,823,0,1,0,0,0,0
분당선,보정,29,2,806,59,2567,1212,7706,2667,8355,5977,5868,1683,4074,1371,3582,1660,3162,2043,2980,1864,3057,2262,3241,2968,3631,3481,4664,4403,3475,5847,1779,4927,1247,3314,983,2847,857,2915,362,2108,13,113,1,3,0,0,0,0
분당선,죽전,1294,3,4261,747,13032,6872,38682,13679,33293,20300,20269,18041,14356,19661,14775,16303,16157,17343,16620,17577,16817,18963,19015,19391,21468,23463,26422,27253,28796,41609,19823,37795,22903,23252,11919,19175,8441,19096,2841,14096,21,7098,1,3,0,0,0,0
분당선,구성,42,0,2200,385,6542,2489,19065,4039,18295,7789,10407,3451,7511,3066,6552,4076,6276,4304,6111,4670,5654,4879,5355,6119,5652,7626,7406,11057,7084,16750,3591,16147,2805,10276,2233,7513,1525,7747,468,5063,9,397,1,3,0,0,0,0
분당선,신갈,56,1,2353,314,6720,1909,16925,2032,17592,5332,10088,2736,7000,2541,6838,3298,5843,4122,5953,4448,4963,4851,5075,5750,5962,6351,5490,10001,4483,14473,2081,13226,1546,8918,1405,7115,1099,7621,377,4802,9,301,0,2,0,0,0,0
분당선,기흥,174,4,4889,521,12064,4187,31972,7029,33388,11035,17775,6607,12157,6191,11559,7142,11612,7694,11014,9225,10426,9103,10503,10532,12356,12236,14563,19589,15914,32694,9364,28626,7405,17506,7202,14344,5504,14272,2115,9378,31,881,0,8,0,0,0,0
분당선,상갈,28,1,2297,454,7722,2322,17172,6025,18457,8103,10801,4695,7650,4191,6847,4207,6769,4302,6689,5717,5829,5402,6082,6409,6854,8323,9355,11643,10212,15261,5987,14237,3944,9785,3911,8968,1771,8187,718,4972,4,700,0,1,0,0,0,0
분당선,청명,10,0,2088,747,5837,1496,15464,4190,16387,8189,7280,2930,5084,2573,4708,2808,4823,3427,4874,3781,3910,4144,4472,4636,6246,5602,7161,9031,7593,12406,3628,11285,2615,7085,2162,6402,1686,5867,704,3676,11,359,0,1,0,0,0,0
분당선,영통,86,0,1944,943,6316,3342,14507,7327,16758,18636,9233,13910,8186,8118,8823,8608,9874,10903,10903,10802,10305,10631,11101,10788,13533,11855,18868,18399,20469,23205,11585,18116,10565,11308,11260,10057,10727,9704,4483,6162,97,516,1,1,0,0,0,0
