호선명,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
6호선,신당,129,1,6480,949,5753,5781,6712,14213,9846,35972,8600,19205,7284,11470,8422,8568,9988,7621,8733,8885,9665,7044,10927,6581,15554,7520,16770,8828,22799,12354,13233,16444,10459,9034,10363,6226,8816,6542,3864,8894,15,881,3,4,0,0,0,0
6호선,동묘앞,102,0,3951,549,3969,4361,8000,7648,10498,24449,9614,18204,8570,13244,10803,14293,13706,13696,13779,15562,17318,15370,19157,14710,21160,12859,23533,12258,24154,14075,11509,10717,7599,7169,6427,6404,4923,6417,2108,7056,20,867,2,3,0,0,0,0
6호선,창신,5,0,2223,433,4436,1825,12503,5052,15041,6216,7717,2845,4430,2188,3846,2099,3969,2537,4128,2862,3273,2952,3477,3591,5249,4156,4790,5247,4697,8280,2668,6833,2435,4182,1730,4128,1225,3980,507,2720,2,100,0,0,0,0,0,0
6호선,보문,14,0,3225,992,6153,3182,17375,7156,26416,17502,14492,8363,8603,5838,8353,5632,9199,6280,9243,6363,8298,6606,8682,7559,10160,8721,11850,12182,16011,19174,8251,15791,5855,10070,5225,9005,4262,9410,2125,7589,6,322,0,3,0,0,0,0
6호선,안암(고대병원앞),56,1,1484,1006,2577,4798,7502,13658,9941,32150,8635,26404,9606,16722,11408,12847,12591,13700,12496,16733,13718,13634,16936,11832,20071,11523,30923,13206,28064,18136,16322,14886,13459,9483,14919,9020,15344,8918,7673,7438,7,1355,4,7,0,1,0,0
6호선,고려대(종암),5,1,3391,663,6285,3489,18106,9690,22491,23656,12599,10532,8571,7399,8850,7434,9533,7778,10269,9605,9439,8151,10146,8791,13265,9960,18711,12707,17703,20272,9035,16798,6700,10107,7174,9776,6110,8772,1821,6769,7,172,2,10,0,1,0,0
6호선,월곡(동덕여대),26,2,5755,755,11149,3615,35085,6760,40030,21758,21091,12719,14387,9548,13380,9726,14274,11311,13927,11483,12935,12228,12515,14477,14108,17518,16069,21962,21853,35857,11600,29503,8248,16561,6922,15267,5319,12916,2380,9419,11,259,1,4,0,0,0,0
6호선,상월곡(한국과학기술연구원),16,0,4494,497,7834,1885,21869,2991,25940,12189,13763,5720,8976,4331,7771,4327,7868,4895,7699,5452,7095,5622,6383,7359,7209,8590,7891,11360,9146,17021,5798,14880,3034,9451,2506,8269,2001,7844,1064,5544,6,217,1,5,0,0,0,0
6호선,돌곶이,12,0,5691,610,10966,3116,28540,5059,33123,13617,17041,8597,11524,6581,10326,6828,10683,8152,10726,8914,9893,8741,9656,10774,10578,12433,11955,16598,12358,25654,8687,22219,5169,13495,4568,10709,3701,10483,1561,7323,1,234,0,9,0,0,0,0
6호선,석계,839,4,7455,1770,17609,5132,45373,7289,50176,12816,27022,9139,18294,8634,15944,9881,16281,11491,16419,12592,14843,14277,13704,17472,14138,21663,15226,28585,14306,46914,10639,41464,7986,23356,6910,20013,5886,18360,3157,12773,39,1242,3,16,0,0,0,0
6호선,태릉입구,22,0,4006,816,5855,2987,16721,3774,19452,7588,9614,6028,6985,4906,6423,5717,7080,6058,7270,6768,6947,6979,6994,7747,7143,9546,7871,12444,8200,20910,5418,17506,4285,10042,3617,9483,3175,8241,1468,6960,9,1340,1,10,0,0,0,0
6호선,화랑대(서울여대입구),10,0,5259,846,17416,3131,53754,7016,49244,12981,23353,7926,14530,6632,14126,7012,14195,7762,13818,8893,12054,8511,11941,10720,15489,12595,14966,17990,12638,32507,7211,29607,4676,16493,3523,14776,3050,13087,1322,9710,1,1080,2,2,0,0,0,0
6호선,봉화산(서울의료원),0,0,4593,1085,13528,2719,43579,5203,37302,10293,17763,6217,12248,5614,10735,5367,11072,7490,10215,8247,9448,8832,8963,9950,9400,12512,10803,17293,9894,27500,5075,26654,3783,16537,3287,12991,2567,12387,889,7947,3,945,1,3,0,0,0,0
6호선,신내,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7호선,장암,0,0,1335,152,5620,1122,14591,1243,9942,1929,3327,2572,2014,2652,1720,2080,1953,1695,2238,1504,2489,1396,3235,1250,3730,1205,4154,1409,3323,2470,1768,2737,1034,1398,760,972,392,751,118,520,0,34,0,2,0,0,0,0
7호선,도봉산,48,1,4571,914,15819,4908,47368,7815,36208,14034,18047,19103,10951,21131,9910,16083,11361,14180,11464,13498,12482,12405,13813,13072,16089,14512,14803,18598,12006,31497,6424,36974,4185,21398,2986,17686,2285,16647,638,11888,28,2462,1,11,0,1,0,0
7호선,수락산,31,0,8613,742,19503,5208,45330,8368,44408,16854,25118,17796,18120,17807,16640,15471,17659,14220,18557,13603,18824,14196,19042,16392,19773,19954,19619,23715,19563,37237,11949,40577,7807,24063,6464,19225,4621,17606,1763,11479,23,2203,2,4,0,2,0,0
7호선,마들,14,1,8613,1304,19624,3487,54044,7680,49263,9752,25069,8697,18447,8566,16586,9080,16878,10037,15519,11655,13807,12410,13508,15205,13059,18113,12442,23674,10984,38168,6402,39114,5077,21955,3749,18190,3045,16741,1124,11935,6,1449,1,7,0,0,0,0
7호선,노원,29,0,6876,2098,13258,6438,33650,15511,34010,40329,25115,38305,24281,28310,26581,25682,27276,27988,28801,31730,30182,32696,32468,34736,36060,35647,37590,40353,41875,55142,25401,46938,26170,24362,20406,18387,20772,15590,6693,12500,70,1612,3,15,0,0,0,0
7호선,중계,14,0,8153,1975,20737,4456,55367,13827,58081,22177,30307,11255,21284,8986,19042,9278,19278,12596,17469,13811,15079,13382,17073,15574,18673,18724,19229,25576,16172,39814,9065,41095,6880,23287,6277,19813,5681,18931,1584,12278,12,1174,0,13,0,0,0,0
7호선,하계,7,0,7246,1418,20862,6239,61522,15386,64139,23246,35013,17074,24474,13705,23537,14862,24907,17661,23600,20240,22525,20846,24938,22444,26985,25262,27783,31598,23256,51413,13974,50973,10261,28202,10043,25180,8350,22300,2523,15542,10,1429,4,10,0,0,0,0
7호선,공릉(서울과학기술대),16,0,6091,1119,12692,4038,32936,10820,37975,21596,21261,14170,16165,10594,15058,10286,16405,12694,16279,14759,15559,14019,17062,16450,19322,19009,19252,24315,21607,36937,12565,34585,10074,19615,9065,16687,7837,14835,3493,11733,7,851,2,17,0,0,0,0
7호선,태릉입구,121,1,6612,1448,6929,4755,19193,7512,23719,15993,15224,10114,10676,7815,10190,7956,11134,8795,11257,9223,11424,9277,11838,10007,13415,12329,16585,15052,17170,21214,10551,19138,7596,11833,7128,10423,5880,9854,2417,6966,17,3258,1,5,0,0,0,0
7호선,먹골,41,0,6994,648,11568,2801,33660,4686,40362,12975,22886,8257,14315,7701,13445,8602,13992,9585,13466,10660,12506,11183,11846,13448,11953,16537,13383,22602,14679,33892,9606,31183,6368,17986,5404,15572,4420,13843,1909,9394,11,928,1,2,0,0,0,0
7호선,중화,15,0,8105,1061,13273,3897,33363,7306,43317,21376,24433,9860,15368,8010,13582,8641,14086,9593,13699,10372,12263,11566,12034,14295,13783,16781,16231,21929,17711,35193,11010,30897,6944,18398,6495,16783,4621,15373,1939,10008,8,971,1,10,0,0,0,0
7호선,상봉(시외버스터미널),326,6,10355,1558,17275,6733,46784,12838,63567,31500,33420,19861,19519,13520,18264,13499,19652,15673,20006,17661,19043,17949,19835,20359,23178,24101,29036,33192,31858,53788,21737,48953,15997,27619,15098,23334,11512,19914,5427,14171,64,1530,6,14,0,0,0,0
7호선,면목,37,0,12472,1020,20312,5788,52058,8631,66620,23267,36432,13970,21744,12910,19616,12915,20126,14618,19728,15733,18185,16705,17831,20626,19329,27453,20027,33659,20252,50784,15993,46857,9691,27153,7913,24243,6169,20829,2465,13766,14,1295,1,14,0,0,0,0
7호선,사가정,4,0,10724,1514,20063,6759,50502,11117,64886,24357,37516,14692,23086,14112,20566,14380,22121,15456,21194,16603,19881,18232,19513,23426,21115,28522,23742,36332,23693,58487,17201,51278,12406,29034,11198,24112,8454,21428,3836,13264,20,1472,4,2,0,0,0,0
7호선,용마산(용마폭포공원),8,0,4652,697,9498,2842,21412,3889,26805,10002,14794,6482,8384,5899,7828,5177,7677,5529,7347,6001,7020,6617,6512,8078,7762,9217,7856,11588,7780,19332,4841,17683,2882,10142,2517,9636,1754,8688,823,5295,2,612,0,4,0,0,0,0
7호선,중곡,4,0,5185,551,11340,4477,28565,9438,41434,17425,24086,8895,13997,7647,12480,7880,12991,8474,12627,9432,11628,10032,11331,12955,15964,14746,14603,18865,13351,29189,9261,26185,5800,14844,4768,13700,3862,12386,1518,7985,5,231,2,4,0,0,0,0
7호선,군자(능동),25,2,7922,957,12520,6329,30508,7584,52063,22734,33710,13982,17820,9529,15370,9783,15763,10110,16790,11055,15317,12047,16026,15194,18098,16914,22622,23423,28691,38312,18276,31348,14471,17926,13756,15833,11329,14641,5263,9053,30,577,2,11,0,2,0,0
7호선,어린이대공원(세종대),12,0,3395,1032,6579,8582,15296,13380,27390,39892,19240,22953,11386,15891,11012,14430,14758,16035,15214,18519,15182,16669,18415,16681,23618,15566,32390,18457,34198,25572,17463,20716,13231,12797,13070,11581,13194,10697,6159,7797,12,372,3,4,0,0,0,0
7호선,건대입구,15,1,4092,917,4262,6393,11363,16074,17362,29561,13631,23787,10714,16600,11662,15334,13217,18451,14378,20465,15981,19749,19891,19508,23228,20040,32238,25476,32974,37271,22774,26743,24915,13923,20893,11941,18904,9465,9106,6246,25,2653,9,10,0,1,0,0
7호선,뚝섬유원지,10,0,4286,549,7760,3574,18640,5556,27050,11084,17708,8046,9836,6558,8099,8157,8462,10375,8956,12230,9246,14615,10665,16680,13735,16618,17708,20507,19017,27325,13394,21258,11315,12720,10893,11675,8344,9939,3720,5529,25,362,9,7,0,0,0,0
7호선,청담,23,0,2259,3501,5942,24427,8978,53927,12447,132556,10275,86536,9852,34169,12444,19839,15443,17646,16231,20200,19009,17672,26464,15645,33582,15804,53873,17973,99427,18886,52434,12721,29867,8514,27071,7796,21773,4818,5629,3422,17,2137,2,2,0,3,0,0
7호선,강남구청,9,0,1565,1515,3476,10937,6435,28470,7945,93568,7078,85841,7229,31709,9405,20312,11080,17653,13303,19762,16408,15452,21715,14486,24637,14971,38901,16584,76198,18345,46324,12440,28153,7477,28050,6068,21531,4358,7426,3746,23,464,1,4,0,2,0,0
7호선,학동,6,0,2245,2016,4630,21732,7506,47090,10017,163224,9289,122327,9402,41648,11770,22463,14134,18507,16708,21488,21799,19470,26652,17071,32690,16617,61539,17911,141899,18153,69542,12038,34926,7357,31988,6045,23898,4314,7970,3303,39,287,0,1,0,0,0,0
7호선,논현,25,1,2863,1255,4827,15664,8416,41707,14358,107234,12452,89776,10664,35416,12434,21269,14147,20378,16360,22381,19770,21211,23627,19752,28875,20792,50753,26393,93145,33547,53514,21945,34453,11931,35471,9305,32248,7383,14226,5223,58,511,2,4,0,2,0,0
7호선,반포,4,0,974,634,2798,6049,7426,11475,9779,19073,6723,15511,4703,7927,5036,8302,6341,8208,7027,8024,7168,7197,9265,7036,12694,7156,14385,8423,16249,10092,11099,6661,8604,3961,9070,3290,7556,3208,1886,1997,7,150,0,2,0,1,0,0
7호선,고속터미널,32,1,1075,2660,2682,20630,9266,33682,15186,47818,17331,32716,16875,22560,20097,19597,20606,19578,22389,22608,23415,20811,31154,16189,33461,16043,48752,17536,49345,18977,31266,13106,32890,7822,28296,7549,23653,3855,6862,2605,38,262,3,0,0,0,0,0
7호선,내방,4,0,2296,1390,6541,10365,15329,21479,25163,71644,16911,39738,12410,16696,12778,13361,13701,13159,15775,15162,15520,14804,17425,14975,21494,15778,33428,19255,63862,27079,24238,19034,16412,11239,16169,9588,12505,8087,3875,5010,15,2409,2,4,0,2,0,0
7호선,이수,23,0,4741,1159,7635,8687,23482,12706,38214,37884,24301,25868,16509,16426,16043,15326,17709,16572,19244,18518,19658,18417,20785,20548,23445,23719,27743,30967,39975,49541,23073,35213,21069,19050,21356,16225,19566,13497,9675,8632,42,833,11,3,0,0,0,0
7호선,남성,3,0,5726,748,11541,4062,34873,5861,51798,13672,29045,9354,16815,8906,14436,8609,14165,9689,14288,11128,12724,11718,12420,14900,12709,17385,13849,22802,14553,38237,8685,29693,7564,17899,7264,15943,5195,14502,2145,9266,29,692,4,8,1,1,0,0
7호선,숭실대입구(살피재),12,0,5417,825,10411,3500,33093,7485,45944,18246,25015,15348,15782,12306,14686,12999,16025,13660,16247,14787,14744,15607,14470,16690,17465,19997,21341,25661,18748,40654,11925,32715,10117,19831,10467,17955,8947,16471,4295,11236,23,1042,2,5,0,0,0,0
7호선,상도,3,0,4256,1431,9451,6192,27606,7704,38136,15455,22201,12833,14098,9299,12643,8458,13127,9675,13016,11086,12361,10982,12220,12863,14870,14982,17152,20386,17460,32750,9535,26068,7647,16249,7526,14193,7098,13219,3325,8907,17,678,0,0,0,0,0,0
7호선,장승배기,9,0,6440,943,10418,4062,27264,7931,39865,15949,23691,9690,14031,8832,12132,8940,12505,9363,13392,10373,11812,10870,11137,13606,12495,14815,13378,20420,15480,31373,8314,25421,6720,15016,6299,14066,5410,12072,2013,8354,12,712,1,11,0,1,0,0
7호선,신대방삼거리,19,0,9557,1342,15527,7681,45137,12089,70784,28595,38032,17373,21957,12866,19609,11987,20690,13278,19898,14813,17901,16515,17877,19500,20719,22814,22586,31583,27599,55950,15038,44625,11485,26281,9436,23159,8061,21029,3481,14149,16,1182,1,11,0,1,0,0
7호선,보라매,25,0,5956,1203,7498,6191,20635,16593,30296,36228,17653,12967,10468,7690,10477,7570,11393,9380,10889,9829,11043,9415,14160,9610,14554,11536,18028,16280,29512,26299,11169,21144,8025,12367,6739,10648,5425,9643,2113,6580,9,808,2,4,0,0,0,0
7호선,신풍,73,0,10061,1526,13838,5686,35416,10356,44356,18987,25749,11060,15478,9275,13215,9138,14291,10128,13835,10809,12782,10928,12759,14028,14327,17088,17036,24458,18525,36043,10290,27698,7273,16494,6084,16241,4257,14316,1799,8536,11,1680,2,3,0,0,0,0
7호선,대림(구로구청),33,0,11906,969,7603,3983,13865,5952,18571,16173,14466,12153,11031,13052,11162,13882,12345,12733,13129,12870,13414,12927,14175,13879,14934,15055,16600,21650,18299,23549,11464,15043,9081,10461,7393,12105,5625,9274,2734,4986,28,297,3,5,0,0,0,0
7호선,남구로,11,2,18382,1856,14438,6306,27799,27144,30311,91547,20533,44803,14277,16842,13013,14037,13772,13338,13778,13905,13544,13600,14678,15188,17311,19700,34725,32902,70751,31177,31818,21353,17826,14094,12841,15172,8266,13422,3090,7260,37,489,1,11,0,1,0,0
7호선,가산디지털단지,628,5,7416,5283,8207,19625,18941,101745,21626,338709,16916,198449,15518,55071,20423,36104,25971,34287,30446,36284,35971,33510,44902,30664,59078,28567,157875,29169,288224,33331,124980,23468,68913,13398,57011,10708,30882,9797,10479,6200,98,937,3,6,0,2,0,0
7호선,철산,9,0,10206,4378,24898,9377,74962,14379,81605,31523,41957,23842,26261,18916,25066,18660,26430,20644,26028,23308,23424,24171,24474,27605,27969,32622,33017,49896,32877,84491,20796,71228,18169,37427,17828,30769,15240,28208,6557,16599,107,3231,3,5,0,2,0,0
7호선,광명사거리,239,0,21443,5446,28629,11923,73313,15985,88041,28816,45778,23806,29628,20168,27664,22925,30147,25716,30143,26611,27944,27307,28309,32458,31403,38530,35500,51042,32886,80712,21176,63639,16590,35852,12679,31672,9274,26413,3665,15731,90,2475,3,10,0,3,0,0
7호선,천왕,58,0,6378,1048,13735,4342,40817,6868,51022,14478,25708,7243,13643,6385,12031,7209,12501,9012,12433,10045,11701,10093,11582,12289,13243,15066,12523,20148,11987,38915,6744,32586,4758,18173,3772,15390,2998,12837,1031,8043,27,1269,1,8,0,2,0,0
7호선,온수(성공회대입구),105,1,7230,1039,14119,3917,44952,10221,52871,15828,22556,9334,12268,6793,11148,6552,11948,8106,11144,8300,9739,9135,10375,10660,14581,12625,13942,19245,13074,38771,6121,30956,4514,17325,4143,15992,2797,13144,1203,9643,24,3564,0,5,0,10,0,0
7호선,까치울,0,0,3853,815,9513,4050,27398,5476,35898,9459,16610,5143,9745,4862,8668,6741,9243,7693,9528,7518,8975,7818,9203,7626,10582,11498,11125,17243,10153,27216,6312,23177,4849,15067,3802,11736,2580,10699,907,6312,2,21,0,4,0,0,0,0
7호선,부천종합운동장,24,0,2854,859,5356,2588,14978,5321,18254,11129,9198,4315,5369,3604,5342,3299,5447,3301,4902,4069,4372,3806,4575,4322,5769,4787,7350,7190,9867,11802,4000,10676,2714,6175,2191,5142,1487,4262,571,3146,3,39,2,6,0,0,0,0
7호선,춘의,0,0,4376,1303,8434,5744,21586,24980,23318,44982,12611,15864,8806,7504,8290,5899,8568,6501,8920,7498,8304,6542,8473,7845,10830,8787,24222,11994,37379,18244,14920,17018,10022,10492,7820,9433,4289,7636,1303,5576,2,105,0,2,0,0,0,0
7호선,신중동,0,0,5160,1937,14432,5163,40886,13711,40080,39980,20256,23228,15002,13199,14622,11584,15541,13645,15660,14907,15288,14002,16360,15983,18560,18004,24377,24707,38030,40897,17044,39253,17771,19127,10995,16303,9381,14338,4045,11478,14,498,0,7,0,0,0,0
7호선,부천시청,12,0,5070,2148,14056,6188,38299,12233,37898,23104,18004,17826,12330,11713,12908,11468,13791,13353,13842,15209,13438,14595,15709,16415,18525,17669,22157,22990,23875,38893,15291,36762,15366,18550,12859,14322,10530,12136,3297,9467,18,833,4,3,0,0,0,0
7호선,상동,8,1,4004,1682,14146,4979,35051,10596,32697,25458,16209,25086,12036,13380,13279,14253,14826,15722,14920,17460,15318,17524,17196,16961,19870,18660,22568,25623,28134,38491,16634,35308,13960,18383,15607,13990,14060,12001,4984,8861,34,1475,3,2,0,0,0,0
7호선,삼산체육관,14,1,2657,292,8786,1288,21221,2852,19319,5833,9249,2834,6016,2302,6159,2955,5871,3771,5308,4118,5381,4448,5240,5204,6484,6781,5696,9224,5254,15674,3142,14388,2023,8798,1725,7114,1286,6325,605,4175,7,1000,0,1,0,0,0,0
7호선,굴포천,6,0,5938,571,13363,3478,32339,4485,33368,10602,17233,7611,10568,6398,10116,6450,10597,7902,10250,8500,9278,9368,9108,9609,10113,13903,11174,19108,12481,32958,7127,32337,5685,18466,5306,14678,4437,12479,2077,7864,51,1628,1,7,0,0,0,0
7호선,부평구청,58,0,7971,691,19890,4953,55795,8914,48012,11977,22815,5973,13130,4984,11665,5337,12059,6248,11392,7852,9863,7825,9648,9124,10774,12085,15421,16966,14256,32716,8196,34608,6336,20996,5086,16283,3725,14557,1248,10123,7,2112,1,12,0,3,0,0
8호선,암사,22,0,13570,1062,22865,5887,71537,8601,92396,16803,45576,12432,25111,10596,22232,12000,22691,14847,21952,14456,19490,18279,18045,22861,19216,26447,20317,38796,21429,65085,12449,51399,9221,30166,8049,27736,5671,24628,2108,13906,6,2106,0,5,0,6,0,0
8호선,천호(풍납토성),38,0,10784,1702,15304,10040,38263,13759,52161,26255,31358,23095,17858,16442,17493,17155,19532,19323,20031,21346,19282,21856,19700,26824,21916,30859,26325,41123,29831,63686,19635,46304,17513,26521,13621,23249,10654,19328,4389,12196,30,1987,5,14,0,0,0,0
8호선,강동구청,35,0,4299,922,9939,4638,27679,12284,36373,31408,20616,12674,12545,8948,11625,9089,11972,8906,12179,10952,11553,11141,11456,12250,13502,15486,16441,19947,25270,31816,9998,24633,6981,14553,5984,12218,4281,12248,1619,6250,7,857,0,5,0,0,0,0
8호선,몽촌토성(평화의문),5,0,1437,973,3066,5433,8816,8028,12605,22511,7783,13225,5082,7774,5306,8160,6224,7935,6845,8027,7820,8185,9087,7839,12807,8019,16012,9314,20315,12601,8453,9219,6300,5962,5798,4896,4330,4723,1890,2257,2,269,1,4,0,0,0,0
8호선,잠실(송파구청),1,0,1342,1860,3473,8625,7111,23467,11896,63642,9124,36150,8119,20943,10655,22614,12836,24469,15416,25133,18666,25000,23387,25959,28030,25050,38217,28137,56335,35552,33217,20484,30126,10708,26446,7814,19955,5484,6197,3327,24,632,1,2,0,0,0,0
8호선,석촌,0,0,3039,608,5152,3637,14125,6966,20842,19934,12077,15703,8442,9523,8630,10060,9220,11389,9693,11889,9568,11666,10110,13314,11490,13717,13506,18506,18399,25874,9950,18524,8382,10548,8583,9387,7386,7615,2717,5077,13,648,1,5,0,0,0,0
8호선,송파,1,0,2430,535,7727,4023,23813,10027,28479,17525,15586,9137,11117,6824,11057,6842,10553,8375,10384,8997,10309,8813,11366,10350,12614,12427,12274,16433,14961,24956,7682,20430,5229,11052,4390,10110,3369,8362,1334,5806,8,693,0,7,0,0,0,0
8호선,가락시장,13,0,2625,2327,4858,5809,8845,12378,11650,33603,8758,16364,8859,12567,9829,11228,9927,10141,10683,10747,11436,11177,13147,10635,13299,12650,16897,14303,25652,19617,11506,14582,9739,8720,10376,7490,8397,5997,3258,3985,4,1848,2,1,0,2,0,0
8호선,문정,5,0,1882,2411,5764,9852,19731,39900,27639,144550,17387,69393,13241,24985,14502,14926,15611,15523,18222,18116,20601,15973,23265,17135,26962,18385,58445,21296,109796,29217,40845,23199,25772,13201,22771,11172,17139,10345,4762,5812,8,162,1,2,0,0,0,0
8호선,장지,1,0,4646,2006,14052,8721,41709,21451,49280,44462,26236,28967,16601,19874,16298,17675,18503,21239,19552,18599,19060,20372,21269,23881,27671,25102,35462,30000,46447,45723,27177,32346,20732,18398,19630,16140,13520,14563,3394,9373,7,117,2,5,0,0,0,0
8호선,복정,4,0,3757,2245,9215,8736,26662,11251,35022,18385,20375,12488,12190,8813,11324,8074,11642,9555,11524,8972,11030,9007,12572,10722,16032,12154,22502,17974,25238,29018,15035,21334,9606,13764,7403,11788,6168,11131,2062,5400,16,696,0,0,0,0,0,0
8호선,산성,14,8,5398,734,9842,2413,25378,4272,30268,10485,16924,7501,10798,7732,9533,6504,10422,7248,9819,7549,9664,7380,10313,9685,11258,12163,11596,15223,9445,24098,5129,21932,3320,13698,2691,12456,1811,11888,866,6280,7,1163,0,5,0,0,0,0
8호선,남한산성입구(성남법원.검찰청),13,1,8940,1385,17958,4567,43283,11015,57771,24833,29236,16812,18967,12822,17885,10837,18328,13362,18013,14285,17583,13159,17440,16339,18717,19717,21849,23444,22905,38875,11460,34380,7210,20111,5571,19304,3791,18384,1415,9954,11,1814,3,5,0,0,0,0
8호선,단대오거리,14,0,7530,2139,13094,6629,30509,9047,36064,16811,19974,8534,13404,6825,12645,7564,13388,8670,12959,8808,11654,9855,11251,12996,12997,15974,16341,19103,19403,30133,10432,25852,6322,16189,5099,14134,3748,12919,1365,8001,7,1375,0,7,0,0,0,0
8호선,신흥,0,0,3488,679,5052,2799,11369,2820,14126,5920,8450,4449,6129,4793,5802,4865,6180,5378,6361,6020,6275,6817,6626,7816,7147,8786,7805,10655,7546,15031,4449,12325,3611,8082,2801,7021,2308,5550,848,3474,15,520,1,5,0,0,0,0
8호선,수진,2,0,3523,347,5562,2293,14032,3217,18801,8687,9823,4488,7215,4574,6603,4961,7395,5402,6973,8231,6375,7409,7592,7123,9619,7583,9298,9005,7739,13039,4118,11022,3130,6829,2423,6608,1888,5831,719,3506,12,528,0,4,0,0,0,0
8호선,모란,6,0,1889,569,2956,2726,7544,3629,9633,7216,6488,4855,5876,5334,6658,5795,7475,5726,7866,6582,8387,6444,9772,6208,10522,6650,9491,7073,9186,8741,5507,6191,3682,3725,3620,3843,3260,3123,1698,1705,4,355,2,6,0,1,0,0
9호선,개화,8,1,1985,285,4933,2192,10491,3100,7123,5529,3296,2715,2471,1989,2408,2434,2239,2400,2343,2285,2483,2066,2842,2486,4353,2300,5838,3093,6443,4593,2816,4621,1900,2763,1714,2088,534,1733,186,1162,4,184,0,1,0,0,0,0
9호선,김포공항,26,0,1227,1410,3104,10557,7269,16640,9159,21982,8996,18650,8941,18585,10947,19847,10321,20310,12154,24605,15026,22853,17549,20504,14726,23636,19022,26794,21184,27680,17029,18105,16186,7675,16727,3760,10760,2855,1034,1867,15,726,0,4,0,0,0,0
9호선,공항시장,0,0,2851,167,4000,1107,8196,1738,8326,3477,4961,2703,4018,3030,4151,3014,4062,3250,4214,3400,3915,3766,4003,4420,3970,5445,3973,6683,3842,9008,2492,8794,2092,5482,1800,4546,1189,4363,542,3244,0,373,0,3,0,0,0,0
9호선,신방화,2,0,4207,741,9821,2460,24102,4281,23041,9832,12907,5468,9316,4844,8151,5446,8983,6665,8765,6997,7757,6759,8140,9457,9433,10123,8387,12997,9216,21455,5026,18456,4217,11055,3246,9961,2526,8572,851,5907,5,178,0,5,0,0,0,0
9호선,마곡나루(서울식물원),4,0,3494,777,8082,5950,24190,9755,25141,32327,12415,16496,9071,10235,9472,8918,10788,9994,11258,10461,11447,11128,12911,11524,15856,12717,23624,18310,32132,29343,15197,27018,12245,15826,12247,13107,10473,12519,4542,9323,98,637,1,7,0,0,0,0
9호선,양천향교,0,0,3934,826,8284,4727,25571,8740,26220,29792,13309,14411,9876,7750,9825,7738,11519,8622,10967,8420,10437,9432,11370,9547,13036,10703,17425,14881,26212,23503,10790,23540,6547,14225,5631,11735,4104,11836,1530,8796,6,145,2,9,0,0,0,0
9호선,가양,14,0,13178,1802,21536,9820,63464,21644,64357,37429,36822,23051,26853,14681,26449,16549,26829,16804,25937,20401,23597,21610,24707,24483,28766,29444,33744,36654,39356,60079,18921,53517,13357,31963,11141,29223,8072,26343,2538,17358,9,991,4,13,0,0,0,0
9호선,증미,1,0,1974,816,6393,2493,17777,6925,18209,29662,9289,10112,7302,6269,7799,5630,7862,6339,7958,6838,7746,7112,8341,8596,8886,8790,12511,10494,25998,18006,8262,15998,5222,7793,4582,7397,3207,6070,1063,3980,2,150,0,0,0,0,0,0
9호선,등촌,8,0,4404,872,11632,3597,34717,6486,41709,16009,19043,9915,14043,7535,13140,8450,13824,9812,13215,11058,12292,11343,12595,14597,13355,16669,14248,22236,17138,34069,8454,31529,6345,16890,5403,13701,4323,12725,1744,8704,5,48,1,11,0,0,0,0
9호선,염창,13,0,10101,592,22394,4322,64298,7367,74434,20778,38782,11146,23281,9142,20245,9512,20768,12513,20221,13727,16844,14771,16129,19093,16661,23149,20296,36254,23711,62875,12574,57053,9553,34381,8474,28871,6041,27704,2099,20219,12,743,4,12,0,0,0,0
9호선,신목동,2,0,1629,274,5072,1697,16184,2641,15937,5187,7426,2559,4895,2016,4420,2558,4571,2766,4473,3512,3753,3290,4030,3693,4701,5185,5640,7228,5323,12333,2692,10285,1831,5975,1827,5628,1670,5285,481,3483,3,115,0,3,0,0,0,0
9호선,선유도,6,0,1519,965,4246,4133,16572,10363,18639,33504,8408,13730,5708,6003,6084,6629,7118,6379,7124,7150,7361,7468,8166,7552,11209,8140,17064,9989,30659,16692,11492,13204,6611,7059,5592,5849,4163,5382,1602,3491,3,112,0,5,0,0,0,0
